Id,FinServ__NetWorth__c,FinServ__CreditRating__c,Tier__c,FinServ__LifetimeValue__c,FinServ__LastUsedChannel__c,Ownership,TickerSymbol
001am00002A9jsEAAR,103012000,Excellent,A,1802710,Web,Private,
001am00002A9jsFAAR,85516000,Excellent,A,1496530,Mobile,Subsidiary,
001am00002A9jsGAAR,40000000,Good,A,700000,Other,Private,
001am00002A9jsHAAR,40000000,Excellent,A,700000,Other,Subsidiary,
001am00002A9jsIAAR,144360000,Excellent,A,2526300,Web,Private,
001am00002A9jsJAAR,40000000,Excellent,A,700000,Branch,Private,
001am00002A9jsKAAR,1024864000,Excellent,A,17935120,Call Center,Private,
001am00002A9jsLAAR,351228000,Good,A,6146490,Mobile,Private,
001am00002A9jsMAAR,156364000,Excellent,A,2736370,Call Center,Private,
001am00002A9jsNAAR,97652000,Excellent,A,1708910,Branch,Subsidiary,
001am00002A9jsOAAR,50672000,Excellent,A,886760,Call Center,Subsidiary,
001am00002A9jsPAAR,262792000,Good,A,4598860,Other,Private,
001am00002A9jsQAAR,92460000,Excellent,A,1618050,Call Center,Private,
001am00002A9jsRAAR,40000000,Excellent,A,700000,Branch,Private,
001am00002A9jsSAAR,173784000,Good,A,3041220,Mobile,Other,
001am00002A9jsTAAR,130236000,Excellent,A,2279130,Mobile,Private,
001am00002A9jsUAAR,66852000,Good,A,1169910,Call Center,Subsidiary,
001am00002A9jsVAAR,181828000,Excellent,A,3181990,Mobile,Private,
001am00002A9jsWAAR,40000000,Excellent,A,700000,Other,Private,
001am00002A9jsXAAR,90376000,Excellent,A,1581580,Branch,Private,
001am00002A9jsYAAR,201372000,Excellent,A,3524010,Branch,Other,
001am00002A9jsZAAR,48004000,Excellent,A,840070,Web,Private,
001am00002A9jsaAAB,61528000,Excellent,A,1076740,Other,Private,
001am00002A9jsbAAB,94956000,Excellent,A,1661730,Other,Private,
001am00002A9jscAAB,40000000,Excellent,A,700000,Branch,Private,
001am00002A9jsdAAB,49976000,Excellent,A,874580,Web,Private,
001am00002A9jseAAB,144912000,Excellent,A,2535960,Mobile,Private,
001am00002A9jsfAAB,47028000,Excellent,A,822990,Mobile,Private,
001am00002A9jsgAAB,40000000,Fair,A,700000,Call Center,Private,
001am00002A9jshAAB,122064000,Excellent,A,2136120,Branch,Private,
001am00002A9jsiAAB,40000000,Excellent,A,700000,Branch,Private,
001am00002A9jsjAAB,190652000,Excellent,A,3336410,Branch,Private,
001am00002A9jskAAB,40000000,Excellent,A,700000,Branch,Private,
001am00002A9jslAAB,227320000,Excellent,A,3978100,Call Center,Private,
001am00002A9jsmAAB,224228000,Excellent,A,3923990,Call Center,Private,
001am00002A9jsnAAB,40000000,Excellent,A,700000,Branch,Public,GIBS
001am00002A9jsoAAB,40000000,Good,A,700000,Branch,Private,
001am00002A9jspAAB,125572000,Excellent,A,2197510,Other,Private,
001am00002A9jsqAAB,58940000,Excellent,A,1031450,Branch,Private,
001am00002A9jsrAAB,496016000,Excellent,A,8680280,Web,Private,
001am00002A9jssAAB,40000000,Excellent,A,700000,Mobile,Subsidiary,
001am00002A9jstAAB,40000000,Excellent,A,700000,Call Center,Public,SCHM
001am00002A9jsuAAB,203140000,Excellent,A,3554950,Other,Private,
001am00002A9jsvAAB,40000000,Excellent,A,700000,Mobile,Private,
001am00002A9jswAAB,260152000,Excellent,A,4552660,Web,Private,
001am00002A9jsxAAB,40000000,Excellent,A,700000,Branch,Private,
001am00002A9jsyAAB,498676000,Excellent,A,8726830,Web,Subsidiary,
001am00002A9jszAAB,115096000,Excellent,A,2014180,Call Center,Private,
001am00002A9jt0AAB,467052000,Excellent,A,8173410,Branch,Private,
001am00002A9jt1AAB,40000000,Excellent,A,700000,Call Center,Private,
001am00002A9jt2AAB,120924000,Excellent,A,2116170,Web,Private,
001am00002A9jt3AAB,102840000,Excellent,A,1799700,Web,Private,
001am00002A9jt4AAB,733032000,Excellent,A,12828060,Call Center,Private,
001am00002A9jt5AAB,125056000,Excellent,A,2188480,Call Center,Public,KING
001am00002A9jt6AAB,48956000,Excellent,A,856730,Other,Public,HALL
001am00002A9jt7AAB,149720000,Good,A,2620100,Other,Private,
001am00002A9jt8AAB,175216000,Excellent,A,3066280,Call Center,Private,
001am00002A9jt9AAB,204500000,Excellent,A,3578750,Branch,Private,
001am00002A9jtAAAR,63420000,Good,A,1109850,Mobile,Private,
001am00002A9jtBAAR,298608000,Excellent,A,5225640,Other,Private,
001am00002A9jtCAAR,358624000,Excellent,A,6275920,Web,Private,
001am00002A9jtDAAR,74432000,Excellent,A,1302560,Call Center,Private,
001am00002A9jtEAAR,40000000,Good,A,700000,Web,Private,
001am00002A9jtFAAR,243356000,Good,A,4258730,Other,Private,
001am00002A9jtGAAR,40000000,Excellent,A,700000,Branch,Public,GRAH
001am00002A9jtHAAR,40000000,Excellent,A,700000,Mobile,Other,
001am00002A9jtIAAR,78140000,Good,A,1367450,Other,Private,
001am00002A9jtJAAR,40000000,Excellent,A,700000,Other,Private,
001am00002A9jtKAAR,40000000,Excellent,A,700000,Mobile,Private,
001am00002A9jtLAAR,251680000,Excellent,A,4404400,Web,Subsidiary,
001am00002A9jtMAAR,101372000,Excellent,A,1774010,Web,Private,
001am00002A9jtNAAR,54116000,Excellent,A,947030,Mobile,Private,
001am00002A9jtOAAR,85504000,Excellent,A,1496320,Web,Private,
001am00002A9jtPAAR,40000000,Excellent,A,700000,Other,Private,
001am00002A9jtQAAR,48224000,Excellent,A,843920,Mobile,Private,
001am00002A9jtRAAR,98472000,Excellent,A,1723260,Mobile,Private,
001am00002A9jtSAAR,40000000,Excellent,A,700000,Web,Private,
001am00002A9jtTAAR,105928000,Good,A,1853740,Call Center,Private,
001am00002A9jtUAAR,601272000,Excellent,A,10522260,Web,Private,
001am00002A9jtVAAR,224296000,Excellent,A,3925180,Other,Subsidiary,
001am00002A9jtWAAR,60008000,Excellent,A,1050140,Call Center,Public,HUGH
001am00002A9jtXAAR,40000000,Excellent,A,700000,Other,Private,
001am00002A9jtYAAR,341368000,Excellent,A,5973940,Other,Subsidiary,
001am00002AAB0OAAX,63984000,Excellent,A,1119720,Mobile,Other,
001am00002AAB0PAAX,99668000,Good,A,1744190,Mobile,Private,
001am00002AAB0QAAX,94684000,Excellent,A,1656970,Web,Private,
001am00002AAB0RAAX,543556000,Excellent,A,9512230,Branch,Private,
001am00002AAB0SAAX,40000000,Excellent,A,700000,Other,Private,
001am00002AAB0TAAX,239296000,Good,A,4187680,Mobile,Private,
001am00002AAB0UAAX,2000000000,Excellent,A,35000000,Mobile,Private,
001am00002AAB0VAAX,165544000,Excellent,A,2897020,Branch,Subsidiary,
001am00002AAB0WAAX,788436000,Excellent,A,13797630,Other,Private,
001am00002AAB0XAAX,41724000,Excellent,A,730170,Other,Other,
001am00002AAB0YAAX,199240000,Good,A,3486700,Call Center,Private,
001am00002AAB0ZAAX,118360000,Excellent,A,2071300,Call Center,Other,
001am00002AAB0aAAH,160300000,Excellent,A,2805250,Branch,Private,
001am00002AAB0bAAH,102844000,Good,A,1799770,Other,Private,
001am00002AAB0cAAH,159564000,Good,A,2792370,Branch,Private,
001am00002AAB0dAAH,76836000,Excellent,A,1344630,Mobile,Private,
001am00002AAB0eAAH,40000000,Excellent,A,700000,Web,Private,
001am00002AAB0fAAH,40000000,Excellent,A,700000,Web,Private,
001am00002AAB0gAAH,40000000,Excellent,A,700000,Mobile,Private,
001am00002AAB0hAAH,40000000,Good,A,700000,Call Center,Other,
001am00002AAB0iAAH,283260000,Excellent,A,4957050,Web,Private,
001am00002AAB0jAAH,59484000,Excellent,A,1040970,Mobile,Private,
001am00002AAB0kAAH,804624000,Good,A,14080920,Web,Private,
001am00002AAB0lAAH,1213748000,Excellent,A,21240590,Branch,Subsidiary,
001am00002AAB0mAAH,40000000,Good,A,700000,Call Center,Private,
001am00002AAB0nAAH,98632000,Good,A,1726060,Other,Private,
001am00002AAB0oAAH,40000000,Excellent,A,700000,Mobile,Private,
001am00002AAB0pAAH,114312000,Excellent,A,2000460,Branch,Other,
001am00002AAB0qAAH,415844000,Excellent,A,7277270,Web,Private,
001am00002AAB0rAAH,44920000,Excellent,A,786100,Other,Private,
001am00002AAB0sAAH,40000000,Excellent,A,700000,Other,Private,
001am00002AAB0tAAH,643412000,Excellent,A,11259710,Branch,Private,
001am00002AAB0uAAH,157852000,Good,A,2762410,Web,Private,
001am00002AAB0vAAH,40000000,Excellent,A,700000,Call Center,Private,
001am00002AAB0wAAH,233920000,Excellent,A,4093600,Web,Other,
001am00002AAB0xAAH,40000000,Good,A,700000,Web,Private,
001am00002AAB0yAAH,56732000,Excellent,A,992810,Branch,Private,
001am00002AAB0zAAH,40000000,Good,A,700000,Branch,Private,
001am00002AAB10AAH,76176000,Good,A,1333080,Call Center,Private,
001am00002AAB11AAH,56064000,Good,A,981120,Call Center,Private,
001am00002AAB12AAH,199252000,Excellent,A,3486910,Web,Private,
001am00002AAB13AAH,105888000,Good,A,1853040,Other,Private,
001am00002AAB14AAH,40000000,Excellent,A,700000,Mobile,Private,
001am00002AAB15AAH,47468000,Excellent,A,830690,Branch,Private,
001am00002AAB16AAH,198472000,Excellent,A,3473260,Mobile,Private,
001am00002AAB17AAH,124872000,Excellent,A,2185260,Mobile,Private,
001am00002AAB18AAH,40000000,Excellent,A,700000,Mobile,Other,
001am00002AAB19AAH,197116000,Excellent,A,3449530,Web,Other,
001am00002AAB1AAAX,1058792000,Excellent,A,18528860,Branch,Subsidiary,
001am00002AAB1BAAX,142276000,Excellent,A,2489830,Mobile,Private,
001am00002AAB1CAAX,245364000,Excellent,A,4293870,Call Center,Private,
001am00002AAB1DAAX,200200000,Good,A,3503500,Branch,Public,CAST
001am00002AAB1EAAX,55644000,Fair,A,973770,Web,Private,
001am00002AAB1FAAX,64148000,Good,A,1122590,Web,Private,
001am00002AAB1GAAX,76108000,Excellent,A,1331890,Branch,Private,
001am00002AAB1HAAX,311496000,Good,A,5451180,Branch,Other,
001am00002AAB1IAAX,81556000,Good,A,1427230,Web,Private,
001am00002AAB1JAAX,129148000,Excellent,A,2260090,Mobile,Private,
001am00002AAB1KAAX,104812000,Excellent,A,1834210,Mobile,Private,
001am00002AAB1LAAX,113184000,Good,A,1980720,Other,Private,
001am00002AAB1MAAX,70336000,Excellent,A,1230880,Other,Private,
001am00002AAB1NAAX,162496000,Excellent,A,2843680,Mobile,Private,
001am00002AAB1OAAX,40000000,Excellent,A,700000,Other,Private,
001am00002AAB1PAAX,44160000,Good,A,772800,Web,Private,
001am00002AAB1QAAX,125796000,Good,A,2201430,Call Center,Private,
001am00002AAB1RAAX,55480000,Excellent,A,970900,Web,Private,
001am00002AAB1SAAX,90500000,Excellent,A,1583750,Call Center,Private,
001am00002AAB1TAAX,104576000,Good,A,1830080,Web,Private,
001am00002AAB1UAAX,136892000,Excellent,A,2395610,Call Center,Subsidiary,
001am00002AAB1VAAX,161808000,Good,A,2831640,Branch,Private,
001am00002AAB1WAAX,181668000,Excellent,A,3179190,Other,Private,
001am00002AAB1XAAX,83772000,Excellent,A,1466010,Call Center,Private,
001am00002AAB1YAAX,272748000,Excellent,A,4773090,Call Center,Private,
001am00002AAB1ZAAX,40000000,Excellent,A,700000,Web,Private,
001am00002AAB1aAAH,450572000,Excellent,A,7885010,Branch,Public,JOHN
001am00002AAB1bAAH,55808000,Good,A,976640,Mobile,Private,
001am00002AAB1cAAH,40000000,Excellent,A,700000,Web,Private,
001am00002AAB1dAAH,84140000,Excellent,A,1472450,Branch,Subsidiary,
001am00002AAB1eAAH,40000000,Good,A,700000,Web,Private,
001am00002AAB1fAAH,40000000,Excellent,A,700000,Other,Private,
001am00002AAB1gAAH,40000000,Excellent,A,700000,Call Center,Public,DICK
001am00002AAB1hAAH,40000000,Excellent,A,700000,Branch,Private,
001am00002AAB1iAAH,153856000,Good,A,2692480,Call Center,Subsidiary,
001am00002AAB1jAAH,131460000,Excellent,A,2300550,Call Center,Private,
001am00002AAB1kAAH,40000000,Excellent,A,700000,Mobile,Private,
001am00002AAB1lAAH,152188000,Excellent,A,2663290,Other,Private,
001am00002AAB1mAAH,44220000,Excellent,A,773850,Web,Private,
001am00002AAB1nAAH,67176000,Good,A,1175580,Call Center,Private,
001am00002AAB1oAAH,40000000,Excellent,A,700000,Web,Private,
001am00002AAB1pAAH,40000000,Good,A,700000,Call Center,Other,
001am00002AAB1qAAH,92544000,Excellent,A,1619520,Web,Private,
001am00002AAB1rAAH,99640000,Excellent,A,1743700,Other,Private,
001am00002AAB1sAAH,44512000,Excellent,A,778960,Call Center,Private,
001am00002AAB1tAAH,501316000,Excellent,A,8773030,Mobile,Private,
001am00002AAB1uAAH,77996000,Excellent,A,1364930,Call Center,Subsidiary,
001am00002AAB1vAAH,68656000,Excellent,A,1201480,Branch,Private,
001am00002AAB1wAAH,266872000,Excellent,A,4670260,Mobile,Private,
001am00002AAB1xAAH,304508000,Excellent,A,5328890,Other,Private,
001am00002AAB1yAAH,194300000,Excellent,A,3400250,Branch,Private,
001am00002AAB1zAAH,58632000,Excellent,A,1026060,Mobile,Private,
001am00002AAB20AAH,40000000,Excellent,A,700000,Other,Private,
001am00002AAB21AAH,40000000,Excellent,A,700000,Other,Private,
001am00002AAB22AAH,254140000,Excellent,A,4447450,Mobile,Private,
001am00002AAB23AAH,508964000,Excellent,A,8906870,Branch,Private,
001am00002AAB24AAH,130948000,Excellent,A,2291590,Branch,Public,CALD
001am00002AAB25AAH,47392000,Good,A,829360,Branch,Private,
001am00002AAB26AAH,172336000,Good,A,3015880,Web,Private,
001am00002AAB27AAH,181220000,Good,A,3171350,Mobile,Private,
001am00002AAB28AAH,40000000,Excellent,A,700000,Web,Private,
001am00002AAB29AAH,408416000,Excellent,A,7147280,Branch,Private,
001am00002AAB2AAAX,180560000,Excellent,A,3159800,Call Center,Private,
001am00002AAB2BAAX,148452000,Excellent,A,2597910,Call Center,Public,BARA
001am00002AAB2CAAX,94164000,Excellent,A,1647870,Mobile,Subsidiary,
001am00002AAB2DAAX,79732000,Excellent,A,1395310,Web,Subsidiary,
001am00002AAB2EAAX,218752000,Excellent,A,3828160,Web,Private,
001am00002AAB2FAAX,169528000,Good,A,2966740,Branch,Public,COXD
001am00002AAB2GAAX,61464000,Excellent,A,1075620,Other,Subsidiary,
001am00002AAB2HAAX,40000000,Excellent,A,700000,Branch,Private,
001am00002AAB2IAAX,42308000,Excellent,A,740390,Web,Public,HARR
001am00002AAB2JAAX,114776000,Excellent,A,2008580,Call Center,Private,
001am00002AAB2KAAX,160804000,Excellent,A,2814070,Mobile,Public,MERC
001am00002AAB2LAAX,40000000,Excellent,A,700000,Other,Private,
001am00002AAB2MAAX,124548000,Good,A,2179590,Mobile,Private,
001am00002AAB2NAAX,123640000,Excellent,A,2163700,Call Center,Subsidiary,
001am00002AAB2OAAX,233328000,Excellent,A,4083240,Call Center,Public,MONT
001am00002AAB2PAAX,88096000,Excellent,A,1541680,Branch,Subsidiary,
001am00002AAB2QAAX,270572000,Excellent,A,4735010,Mobile,Private,
001am00002AAB2RAAX,115020000,Excellent,A,2012850,Other,Private,
001am00002AAB2SAAX,154500000,Good,A,2703750,Mobile,Private,
001am00002AAB2TAAX,40000000,Excellent,A,700000,Other,Public,ALLE
001am00002AAB2UAAX,119888000,Excellent,A,2098040,Mobile,Private,
001am00002AAB2VAAX,63380000,Good,A,1109150,Other,Private,
001am00002AAB2WAAX,88324000,Excellent,A,1545670,Other,Private,
001am00002AAB2XAAX,58184000,Excellent,A,1018220,Branch,Private,
001am00002AAB2YAAX,75872000,Excellent,A,1327760,Other,Private,
001am00002AAB2ZAAX,40000000,Excellent,A,700000,Branch,Private,
001am00002AAB2aAAH,855168000,Excellent,A,14965440,Other,Private,
001am00002AAB2bAAH,134244000,Excellent,A,2349270,Mobile,Public,GRAV
001am00002AAB2cAAH,399908000,Excellent,A,6998390,Branch,Private,
001am00002AAB2dAAH,53828000,Excellent,A,941990,Mobile,Private,
001am00002AAB2eAAH,50820000,Good,A,889350,Mobile,Private,
001am00002AAB2fAAH,296020000,Excellent,A,5180350,Web,Private,
001am00002AAB2gAAH,53816000,Good,A,941780,Other,Public,SPEN
001am00002AAB2hAAH,81236000,Excellent,A,1421630,Call Center,Private,
001am00002AAB2iAAH,272076000,Good,A,4761330,Other,Private,
001am00002AAB2jAAH,114672000,Excellent,A,2006760,Call Center,Private,
001am00002AAB2kAAH,394132000,Excellent,A,6897310,Other,Private,
001am00002AAB2lAAH,194788000,Excellent,A,3408790,Other,Private,
001am00002AAB2mAAH,44656000,Good,A,781480,Mobile,Private,
001am00002AAB2nAAH,212628000,Excellent,A,3720990,Web,Private,
001am00002AAB2oAAH,40872000,Excellent,A,715260,Web,Private,
001am00002AAB2pAAH,50824000,Good,A,889420,Other,Private,
001am00002AAB2qAAH,219876000,Good,A,3847830,Branch,Private,
001am00002AAB2rAAH,306428000,Excellent,A,5362490,Branch,Subsidiary,
001am00002AAB2sAAH,253840000,Excellent,A,4442200,Other,Private,
001am00002AAB2tAAH,291064000,Excellent,A,5093620,Branch,Subsidiary,
001am00002AAB2uAAH,75064000,Excellent,A,1313620,Other,Private,
001am00002AAB2vAAH,143744000,Excellent,A,2515520,Mobile,Private,
001am00002AAB2wAAH,70744000,Excellent,A,1238020,Branch,Other,
001am00002AAB2xAAH,167160000,Excellent,A,2925300,Mobile,Private,
001am00002AAB2yAAH,95628000,Good,A,1673490,Other,Private,
001am00002AAB2zAAH,254664000,Good,A,4456620,Mobile,Private,
001am00002AAB30AAH,142236000,Good,A,2489130,Branch,Private,
001am00002AAB31AAH,113380000,Excellent,A,1984150,Branch,Private,
001am00002AAB32AAH,288852000,Excellent,A,5054910,Web,Private,
001am00002AAB33AAH,59652000,Excellent,A,1043910,Mobile,Private,
001am00002AAB34AAH,215024000,Excellent,A,3762920,Other,Private,
001am00002AAB35AAH,78312000,Excellent,A,1370460,Branch,Private,
001am00002AAB36AAH,73944000,Excellent,A,1294020,Web,Public,YANG
001am00002AAB37AAH,416312000,Excellent,A,7285460,Mobile,Private,
001am00002AAB38AAH,80204000,Good,A,1403570,Web,Private,
001am00002AAB39AAH,40000000,Excellent,A,700000,Web,Private,
001am00002AAB3AAAX,50888000,Good,A,890540,Web,Private,
001am00002AAB3BAAX,54308000,Excellent,A,950390,Other,Private,
001am00002AAB3CAAX,641940000,Excellent,A,11233950,Mobile,Private,
001am00002AAB3DAAX,172304000,Excellent,A,3015320,Call Center,Subsidiary,
001am00002AAB3EAAX,101468000,Excellent,A,1775690,Call Center,Private,
001am00002AAB3FAAX,164408000,Excellent,A,2877140,Mobile,Private,
001am00002AAB3GAAX,248100000,Good,A,4341750,Web,Private,
001am00002AAB3HAAX,78800000,Good,A,1379000,Other,Public,WILS
001am00002AAB3IAAX,115892000,Good,A,2028110,Call Center,Private,
001am00002AAB3JAAX,55640000,Excellent,A,973700,Call Center,Private,
001am00002AAB3KAAX,113020000,Excellent,A,1977850,Web,Private,
001am00002AAB3LAAX,450728000,Excellent,A,7887740,Call Center,Other,
001am00002AAB3MAAX,45076000,Excellent,A,788830,Mobile,Private,
001am00002AAB3NAAX,105992000,Excellent,A,1854860,Other,Private,
001am00002AAB3OAAX,55964000,Excellent,A,979370,Web,Other,
001am00002AAB3PAAX,52968000,Excellent,A,926940,Call Center,Subsidiary,
001am00002AAB3QAAX,528448000,Good,A,9247840,Call Center,Public,JACK
001am00002AAB53AAH,80088000,Excellent,A,1401540,Call Center,Subsidiary,
001am00002AAB54AAH,137476000,Excellent,A,2405830,Call Center,Private,
001am00002AAB55AAH,189080000,Excellent,A,3308900,Call Center,Private,
001am00002AAB56AAH,234924000,Excellent,A,4111170,Call Center,Private,
001am00002AAB57AAH,80188000,Excellent,A,1403290,Mobile,Private,
001am00002AAB58AAH,207692000,Excellent,A,3634610,Branch,Private,
001am00002AAB59AAH,218564000,Excellent,A,3824870,Web,Private,
001am00002AAB5AAAX,40000000,Excellent,A,700000,Web,Private,
001am00002AAB5BAAX,53408000,Good,A,934640,Other,Private,
001am00002AAB5CAAX,161336000,Excellent,A,2823380,Web,Private,
001am00002AAB5DAAX,116112000,Excellent,A,2031960,Mobile,Public,BROW
001am00002AAB5EAAX,107360000,Excellent,A,1878800,Web,Subsidiary,
001am00002AAB5FAAX,216736000,Excellent,A,3792880,Mobile,Private,
001am00002AAB5GAAX,337660000,Excellent,A,5909050,Web,Private,
001am00002AAB5HAAX,40000000,Excellent,A,700000,Mobile,Other,
001am00002AAB5IAAX,81232000,Excellent,A,1421560,Call Center,Private,
001am00002AAB5JAAX,128456000,Excellent,A,2247980,Mobile,Private,
001am00002AAB5KAAX,66788000,Excellent,A,1168790,Branch,Public,MURR
001am00002AAB5LAAX,40000000,Excellent,A,700000,Web,Private,
001am00002AAB5MAAX,77948000,Excellent,A,1364090,Branch,Private,
001am00002AAB5NAAX,40000000,Excellent,A,700000,Branch,Subsidiary,
001am00002AAB5OAAX,41080000,Excellent,A,718900,Web,Private,
001am00002AAB5PAAX,40000000,Excellent,A,700000,Call Center,Private,
001am00002AAB5QAAX,61000000,Excellent,A,1067500,Other,Private,
001am00002AAB5RAAX,139692000,Good,A,2444610,Call Center,Private,
001am00002AAB5SAAX,40000000,Excellent,A,700000,Mobile,Private,
001am00002AAB5TAAX,133808000,Excellent,A,2341640,Call Center,Private,
001am00002AAB5UAAX,166372000,Excellent,A,2911510,Branch,Private,
001am00002AAB5VAAX,103012000,Excellent,A,1802710,Call Center,Private,
001am00002AAB5WAAX,85516000,Excellent,A,1496530,Call Center,Private,
001am00002AAB5XAAX,40000000,Excellent,A,700000,Branch,Private,
001am00002AAB5YAAX,40000000,Excellent,A,700000,Branch,Private,
001am00002AAB5ZAAX,144360000,Excellent,A,2526300,Web,Private,
001am00002AAB5aAAH,40000000,Excellent,A,700000,Branch,Private,
001am00002AAB5bAAH,1024864000,Excellent,A,17935120,Other,Private,
001am00002AAB5cAAH,351228000,Excellent,A,6146490,Web,Private,
001am00002AAB5dAAH,156364000,Excellent,A,2736370,Other,Private,
001am00002AAB5eAAH,97652000,Excellent,A,1708910,Mobile,Private,
001am00002AAB5fAAH,50672000,Excellent,A,886760,Other,Private,
001am00002AAB5gAAH,262792000,Excellent,A,4598860,Call Center,Private,
001am00002AAB5hAAH,92460000,Excellent,A,1618050,Other,Other,
001am00002AAB5iAAH,40000000,Excellent,A,700000,Branch,Private,
001am00002AAB5jAAH,173784000,Excellent,A,3041220,Mobile,Subsidiary,
001am00002AAB5kAAH,130236000,Excellent,A,2279130,Mobile,Public,RAMI
001am00002AAB5lAAH,66852000,Excellent,A,1169910,Other,Private,
001am00002AAB5mAAH,181828000,Excellent,A,3181990,Mobile,Private,
001am00002AAB5nAAH,40000000,Excellent,A,700000,Call Center,Private,
001am00002AAB5oAAH,90376000,Excellent,A,1581580,Web,Subsidiary,
001am00002AAB5pAAH,201372000,Good,A,3524010,Mobile,Private,
